ID,name,category,status,script_exists,has_predicted,has_observed,predicted,observed,error_pct,tier,confirmed_level1
735,universal_residual_HubbleInvariant_sigma8,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,8.333333e-01,8.320000e-01,0.1602564,0.1-1%,YES
735,PAPER_083_Primordial_BH_UQFF,paper_index,RESEARCH_TRACE,YES,NO,NO,,,3.5,>=1%,NO
736,delta_univ_classXV_ns_S8_check,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,8.313374e-01,8.320000e-01,0.07964434,0.01-0.1%,YES
736,PAPER_084_Information_Paradox_26D_UQFF,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
737,delta_dress_classXVI_alphas_VII_decompose,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,-3.876506e-03,-4.000000e-03,3.087361,>=1%,YES
737,PAPER_085_Page_Curve_UQFF,paper_index,RESEARCH_TRACE,YES,NO,NO,,,4.1,>=1%,NO
738,globalR_classXVII_r_alphas_identity,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,3.500000e-02,3.500000e-02,0,EXACT,YES
738,PAPER_086_Ug4_AGN_Feedback_UQFF,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
739,R_xi_classXVIII_OmegaLambda_betas,CALIBRATION_FROM_PARAMETERS,SUPERSEDED,YES,YES,YES,-1.458333e-04,-4.287500e-05,240.1361,>=1%,YES
739,PAPER_087_AT2019qiz_TDE_UQFF,paper_index,RESEARCH_TRACE,YES,NO,NO,,,8.0,>=1%,NO
740,xi_refine_classXIX_age_gammas,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,-4.726080e-06,-4.726080e-06,0,EXACT,YES
740,PAPER_088_Neutrino_SED_UQFF,paper_index,RESEARCH_TRACE,YES,NO,NO,,,0.3,0.1-1%,NO
741,t0_refine_zeq_classXX_ell1,CALIBRATION_FROM_PARAMETERS,OK,YES,NO,NO,,,0,EXACT,NO
741,PAPER_089_UQFF_Master_Equation_Derivation,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
742,higher_peaks_t0_exact_classXXII_rs,CALIBRATION_FROM_PARAMETERS,OK,YES,NO,NO,,,4.6e-05,<0.01%,NO
742,PAPER_090_MUGE_Compressed_Gravity,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
743,rs_silk_As,CALIBRATION_FROM_PARAMETERS,OK,YES,NO,NO,,,3.288342,>=1%,NO
743,PAPER_091_MUGE_Resonance_14_Mode,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
744,As_refine_kD_Neff,CALIBRATION_FROM_PARAMETERS,OK,YES,NO,NO,,,0,EXACT,NO
744,PAPER_092_SgrA_MUGE_Comparison,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
745,As_kD_exact_Yp,CALIBRATION_FROM_PARAMETERS,OK,YES,NO,NO,,,0,EXACT,NO
745,PAPER_093_M87_Event_Horizon_UQFF,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
746,DH_kD_As,CALIBRATION_FROM_PARAMETERS,OK,YES,NO,NO,,,0.017313,0.01-0.1%,NO
746,PAPER_094_Magnetar_SGR1745_UQFF_Calibration,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
747,LiH_As_DH,CALIBRATION_FROM_PARAMETERS,OK,YES,NO,NO,,,0.5302,0.1-1%,NO
747,PAPER_095_UQFF_99pt9_Solvability,paper_index,RESEARCH_TRACE,YES,NO,NO,,,99.9,>=1%,NO
748,LiH_He3_eta,CALIBRATION_FROM_PARAMETERS,OK,YES,NO,NO,,,0.028957,0.01-0.1%,NO
748,PAPER_096_FRB_UQFF_Emission_Model,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
749,eta_Yp_T0,CALIBRATION_FROM_PARAMETERS,OK,YES,NO,NO,,,0,EXACT,NO
749,PAPER_097_Whittaker_Decomposition_UQFF,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
750,eta_T0_H0,CALIBRATION_FROM_PARAMETERS,OK,YES,NO,NO,,,0.000709,<0.01%,NO
750,PAPER_098_Big_Bang_UQFF,paper_index,RESEARCH_TRACE,YES,NO,NO,,,0.5,0.1-1%,NO
751,T0_Hratio_sigma8_Omegam,CALIBRATION_FROM_PARAMETERS,OK,YES,NO,NO,,,4e-05,<0.01%,NO
751,PAPER_099_Plasma_Shield_UQFF,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
752,T0reform_sigma8KiDS_OmegaL,CALIBRATION_FROM_PARAMETERS,OK,YES,NO,NO,,,1.8e-05,<0.01%,NO
752,PAPER_1000_NS_Merger_FUBi_Strain,paper_index,RESEARCH_TRACE,YES,NO,NO,,,47.0,>=1%,NO
753,sigma8push_wDE_Obh2,CALIBRATION_FROM_PARAMETERS,OK,YES,NO,NO,,,0,EXACT,NO
753,PAPER_1001_SMBH_Binary_Merger_FUBi,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
754,Obh2push_zeq_rs,CALIBRATION_FROM_PARAMETERS,OK,YES,NO,NO,,,0.003388,<0.01%,NO
754,PAPER_1002,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
755,Obh2unblock_t0_tau,CALIBRATION_FROM_PARAMETERS,OK,YES,NO,NO,,,0.000465,<0.01%,NO
755,PAPER_1003_Spectral_Ladder_Merger,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
756,tauCE_zstar_Neff,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,3.046004e+00,3.046000e+00,0.0001439336,<0.01%,YES
756,PAPER_1004_QGP_Vacuum_Density_SCm,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
757,tau_zstar_DH,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,2.547604e-05,2.547000e-05,0.02371875,0.01-0.1%,YES
757,PAPER_1005_YangMills_MassGap_SCm,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
758,mpme_alphaS_Omh2,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,1.430000e-01,1.430000e-01,0,EXACT,YES
758,PAPER_1006_ALICE_Multiplicity_SCm,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
759,tau_zstar_Oc_kpivot,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,5.000000e-02,5.000000e-02,0,EXACT,YES
759,PAPER_1007,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
760,Och2_mnu_As,OPEN_PREDICTION,SUPERSEDED,YES,YES,YES,0.000000e+00,2.100000e-09,1.000000e+02,>=1%,YES
760,PAPER_1008,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
761,As_obratio_eta,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,1.015335e+00,1.015330e+00,0.0004722345,<0.01%,YES
761,PAPER_1009,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
762,H0_rdrag_gammaPPN,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,1.000000e+00,1.000000e+00,0,EXACT,YES
762,PAPER_100,paper_index,RESEARCH_TRACE,NO,NO,NO,,,-0.01,<0.01%,NO
763,NeffBBN_OmK_zreion_dCP,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,-1.570789e+00,-1.570796e+00,0.000466479,<0.01%,YES
763,PAPER_1010,paper_index,RESEARCH_TRACE,NO,NO,NO,,,22.6,>=1%,NO
764,crossval_omnu_zBAO_etab,OPEN_PREDICTION,SUPERSEDED,YES,YES,YES,0.000000e+00,6.140000e-10,1.000000e+02,>=1%,YES
764,PAPER_1011_GW170817_NS_Merger_FUBi_i,paper_index,RESEARCH_TRACE,YES,NO,NO,,,66.7,>=1%,NO
765,Aplanck_tau_S8_etabwiden,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,6.140332e-10,6.140000e-10,0.005410045,<0.01%,YES
765,PAPER_1012_GW190425_Upgraded_FUBi_i,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
766,AL_w0_wa_Hz,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,8.150063e+01,8.150000e+01,0.0007749198,<0.01%,YES
766,PAPER_1013_QGP_ALICE_Centrality_FUBi_i,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
767,BAO_distance_suite,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,4.970131e-01,4.970000e-01,0.002644301,<0.01%,YES
767,PAPER_1014,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
768,BAO_z051_z061,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,9.729790e+01,9.730000e+01,0.002160799,<0.01%,YES
768,PAPER_1015,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
769,struct_amp_anchors,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,1.430000e-01,1.430000e-01,0,EXACT,YES
769,PAPER_1016,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
770,matter_radiation_acoustic,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,1.040904e+00,1.040920e+00,0.001572066,<0.01%,YES
770,PAPER_1017,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
771,inflation_reion_age_CV4,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,1.430000e-01,1.430000e-01,0,EXACT,YES
771,PAPER_1018,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
772,running_zdec_DH_CV5,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,1.028571e+00,1.028571e+00,0,EXACT,YES
772,PAPER_1019,paper_index,RESEARCH_TRACE,NO,NO,NO,,,3.0,>=1%,NO
773,zeq_BAO_nu_CV6,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,-1.250000e-01,-1.250000e-01,0,EXACT,YES
773,PAPER_101,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
774,Rstar_DV015_fs8_CV7,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,8.250000e-01,8.250000e-01,0,EXACT,YES
774,PAPER_1020,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
775,teq_keq_mnu_CV8,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,1.470000e+00,1.470000e+00,0,EXACT,YES
775,PAPER_1021,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
776,zdrag_theta_OmDE_CV9,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,4.333333e+00,4.333333e+00,0,EXACT,YES
776,PAPER_1022,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.34,0.1-1%,NO
777,SMsector_CV10,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,1.300000e+01,1.300000e+01,0,EXACT,YES
777,PAPER_1023,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.1,0.1-1%,NO
778,SMmasses_CV11,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,3.600000e+01,3.600000e+01,0,EXACT,YES
778,PAPER_1024,paper_index,RESEARCH_TRACE,NO,NO,YES,,2004.0,64.0,>=1%,NO
779,quarks_CKM_CV12,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,1.900000e+01,1.900000e+01,0,EXACT,YES
779,PAPER_1025,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.03,0.01-0.1%,NO
780,Higgs_gravity_CV13,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,4.000000e+00,4.000000e+00,0,EXACT,YES
780,PAPER_1026,paper_index,RESEARCH_TRACE,NO,NO,NO,,,2.3,>=1%,NO
781,cosmoconst_entropy_CV14,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,2.600000e+01,2.600000e+01,0,EXACT,YES
781,PAPER_1027,paper_index,RESEARCH_TRACE,NO,NO,NO,,,8.2,>=1%,NO
782,lambdaH_yt_etaB_CV15,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,1.370000e+02,1.370000e+02,0,EXACT,YES
782,PAPER_1028,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.034,0.01-0.1%,NO
783,sinW_alphasGUT_rho_CV16,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,1.100000e+01,1.100000e+01,0,EXACT,YES
783,PAPER_1029,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
784,MGUT_Dm2atm_PMNS_CV17,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,3.000000e+00,3.000000e+00,0,EXACT,YES
784,PAPER_102,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
785,PMNS_solar_reactor_CV18,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,7.000000e+00,7.000000e+00,0,EXACT,YES
785,closures,DERIVATION_FIRST_PRINCIPLES,candidate_EXACT,YES,YES,YES,3.070000e-01,3.070000e-01,-1.808181e-14,<0.01%,YES
785,closures,DERIVATION_FIRST_PRINCIPLES,EXACT,YES,YES,YES,2.240000e-02,2.240000e-02,0.000000e+00,EXACT,YES
785,closures,DERIVATION_FIRST_PRINCIPLES,EXACT,YES,YES,YES,2.970000e-02,2.970000e-02,0.000000e+00,EXACT,YES
785,closures,DERIVATION_FIRST_PRINCIPLES,EXACT,YES,YES,YES,7.000000e+00,7.000000e+00,0.000000e+00,EXACT,YES
785,PAPER_1030,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
786,PAPER_1031,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.017,0.01-0.1%,NO
787,PAPER_1032,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.3,0.1-1%,NO
788,PAPER_1033_Galactic_Bar_Resonance,paper_index,RESEARCH_TRACE,YES,NO,NO,,,1.2,>=1%,NO
789,PAPER_1034,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.8,0.1-1%,NO
790,PAPER_1035,paper_index,RESEARCH_TRACE,NO,NO,NO,,,5.7,>=1%,NO
791,PAPER_1036,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.05,0.01-0.1%,NO
792,PAPER_1037,paper_index,RESEARCH_TRACE,NO,NO,NO,,,12.0,>=1%,NO
793,PAPER_1038,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
794,PAPER_1039,paper_index,RESEARCH_TRACE,NO,NO,NO,,,3.2,>=1%,NO
795,PAPER_103,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
796,PAPER_1040,paper_index,RESEARCH_TRACE,NO,NO,NO,,,2.8,>=1%,NO
797,PAPER_1041,paper_index,RESEARCH_TRACE,NO,NO,NO,,,14.6,>=1%,NO
798,PAPER_1042,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.15,0.1-1%,NO
799,PAPER_1043,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
800,chain_trace_26layer,DERIVATION_FIRST_PRINCIPLES,OK,YES,NO,NO,,,2.75,>=1%,NO
800,PAPER_1044,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.7,0.1-1%,NO
801,chain_trace_C,RESEARCH_TRACE,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
801,PAPER_1045,paper_index,RESEARCH_TRACE,NO,NO,NO,,,9.0,>=1%,NO
802,chain_trace_C_particles,RESEARCH_TRACE,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
802,PAPER_1046,paper_index,RESEARCH_TRACE,NO,NO,NO,,,1.2,>=1%,NO
803,chain_trace_fix348,DERIVATION_FIRST_PRINCIPLES,OK,YES,NO,NO,,,6.07,>=1%,NO
803,PAPER_1047,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
804,chain_trace_fix56_7_910,RESEARCH_TRACE,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
804,PAPER_1048,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
805,chain_trace_np_split,DERIVATION_FIRST_PRINCIPLES,OK,YES,NO,NO,,,28.72,>=1%,NO
805,PAPER_1049,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
806,chain_trace_SSq,DERIVATION_FIRST_PRINCIPLES,OK,YES,NO,NO,,,0.34,0.1-1%,NO
806,PAPER_104,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
807,constant_derivation_attempt,RESEARCH_TRACE,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
807,PAPER_1050,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
808,constant_derivation_v2,RESEARCH_TRACE,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
808,PAPER_1051,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
809,constant_derivation_v3,DERIVATION_FIRST_PRINCIPLES,OK,YES,YES,NO,6.6944e-11,,0.31,0.1-1%,NO
809,PAPER_1052,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.34,0.1-1%,NO
810,K_Mex_REAL_derivation,RESEARCH_TRACE,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
810,PAPER_1053,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.34,0.1-1%,NO
811,lagrangian_rederivation_outline,DERIVATION_FIRST_PRINCIPLES,OK,YES,NO,NO,,,0,EXACT,NO
811,PAPER_1054_SUSY_Breaking_Soft_Terms,paper_index,RESEARCH_TRACE,YES,NO,NO,,,0.3,0.1-1%,NO
812,PAPER_1065_1066_variational_audit,RESEARCH_TRACE,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
812,PAPER_1055,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.17,0.1-1%,NO
813,PAPER_1183_first_principles_derivation,RESEARCH_TRACE,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
813,PAPER_1056,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
814,variational_sustainability_solution,DERIVATION_FIRST_PRINCIPLES,OK,YES,NO,NO,,,0.613,0.1-1%,NO
814,PAPER_1057,paper_index,RESEARCH_TRACE,NO,NO,YES,,125.1,4.7,>=1%,NO
815,bsm_bounds_derivation,RESEARCH_TRACE,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
815,PAPER_1058,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.34,0.1-1%,NO
816,buoyancy_lagrangian_eom,RESEARCH_TRACE,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
816,PAPER_1059,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.2,0.1-1%,NO
817,et_full_lagrangian,DERIVATION_FIRST_PRINCIPLES,OK,YES,YES,YES,10,10,0,EXACT,YES
817,PAPER_105,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
818,first_principles_derivation,RESEARCH_TRACE,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
818,PAPER_1060,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
819,lagrangian_re_runner,RESEARCH_TRACE,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
819,PAPER_1061,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
820,qcalcgeom_core_derivation,DERIVATION_FIRST_PRINCIPLES,OK,YES,YES,YES,10,10,0,EXACT,YES
820,PAPER_1062,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
821,thorne_morris_exotic_derivation,DERIVATION_FIRST_PRINCIPLES,OK,YES,YES,YES,7,7,0,EXACT,YES
821,PAPER_1063,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.34,0.1-1%,NO
822,uqff_lagrangian_derivation,RESEARCH_TRACE,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
822,PAPER_1064,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.1,0.1-1%,NO
823,UQFF_UNIFIED_CLOSURE_DERIVATIONS,DERIVATION_FIRST_PRINCIPLES,OK,YES,YES,NO,0.3336,,0.07,0.01-0.1%,NO
823,PAPER_1065,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
824,variational_reversal_condition,RESEARCH_TRACE,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
824,PAPER_1066,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
825,vds_dvp_bsh_symbolic_proofs,DERIVATION_FIRST_PRINCIPLES,OK,YES,YES,YES,12,12,0,EXACT,YES
825,PAPER_1067,paper_index,RESEARCH_TRACE,NO,NO,NO,,,1.0,>=1%,NO
826,six_anchor_closures,DERIVATION_FIRST_PRINCIPLES,OK,YES,NO,NO,,,0,EXACT,NO
826,PAPER_1068,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
827,matter_density_closures,DERIVATION_FIRST_PRINCIPLES,OK,YES,NO,NO,,,0,EXACT,NO
827,PAPER_1069,paper_index,RESEARCH_TRACE,NO,NO,NO,,,0.1,0.1-1%,NO
828,cosmological_closures,DERIVATION_FIRST_PRINCIPLES,OK,YES,YES,YES,2.083333e-09,2.100000e-09,0.794,0.1-1%,YES
828,PAPER_106,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
829,lambda_closure_v1,RESEARCH_TRACE,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
829,PAPER_1070,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
830,classL_A_s_S786_calibrated,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,2.100000e-09,2.100000e-09,0.000000,EXACT,YES
830,PAPER_1071,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
831,classLXII_eta_b_S786_calibrated,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,6.140000e-10,6.140000e-10,0.000000,EXACT,YES
831,PAPER_1072,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
832,Delta_M_np_S786_EM_corrected,DERIVATION_FIRST_PRINCIPLES,OK,YES,YES,YES,1.293314e+00,1.293300e+00,0.001060,<0.01%,YES
832,PAPER_1073,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
833,E_ion_H_S786_paired,DERIVATION_FIRST_PRINCIPLES,OK,YES,YES,YES,1.361284e+01,1.360570e+01,0.052510,0.01-0.1%,YES
833,PAPER_1074,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
834,J_CP_S786_eta_bar_calibrated,CALIBRATION_FROM_PARAMETERS,CALIBRATED,YES,YES,YES,2.996155e-05,3.180000e-05,5.781294,>=1%,YES
834,PAPER_1075_3D_Volumetric_MUGE_Fields,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
835,Hubble_tension_S787_ratio,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,1.002083e+00,1.003600e+00,0.151123,0.1-1%,YES
835,PAPER_1076_SCm_Dark_Energy_Gamma_Modulation,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
836,classXVI_beta_s_S787_DPM_corrected,DERIVATION_FIRST_PRINCIPLES,OK,YES,YES,YES,-4.290000e-05,-4.290000e-05,0.000000,EXACT,YES
836,PAPER_1077,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
837,R_K_S787_phi_res_corrected,DERIVATION_FIRST_PRINCIPLES,RESEARCH_TRACE,YES,YES,YES,2.058333e-01,2.950000e-01,30.225989,>=1%,YES
837,PAPER_1078_QCalcGeom_Master_Equation_Derivation,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
838,Inflation_Ne_S787_SCm_driven,DERIVATION_FIRST_PRINCIPLES,OK,YES,YES,YES,6.032000e+01,6.000000e+01,0.533333,0.1-1%,YES
838,PAPER_1078,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
839,M_Chandra_S787_phi_res_balance,DERIVATION_FIRST_PRINCIPLES,CALIBRATED,YES,YES,YES,1.540700e+00,1.400000e+00,10.050000,>=1%,YES
839,PAPER_1079,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
840,n_periods_stable_S787_unit_fix,CALIBRATION_FROM_PARAMETERS,OK,YES,YES,YES,7.000000e+00,7.000000e+00,0.000000,EXACT,YES
840,PAPER_1079_Galaxy_Cluster_Cooling_Flow_Suppression,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
841,PAPER_107,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
842,PAPER_1080_Ramanujan_Binomial_Expansion_Proof,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
843,PAPER_1080,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
844,PAPER_1081,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
845,PAPER_1081_SCm_LENR_COP_Linewidth_Parametric,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
846,PAPER_1082,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
847,PAPER_1083,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
848,PAPER_1084,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
849,PAPER_1085,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
850,PAPER_1086,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
851,PAPER_1087,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
852,PAPER_1088,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
853,PAPER_1089,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
854,PAPER_108_EP10_IceCube_Neutrino_SED_Proof,paper_index,RESEARCH_TRACE,YES,NO,NO,,,3.0,>=1%,NO
855,PAPER_1090,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
856,PAPER_1091_Production_Scaling_V23,paper_index,RESEARCH_TRACE,YES,NO,NO,,,,UNPARSED,NO
857,PAPER_1092,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
858,PAPER_1093,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
859,PAPER_1094,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
860,PAPER_1095,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
861,PAPER_1096,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
862,PAPER_1097,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
863,PAPER_1098,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
864,PAPER_1099,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
865,PAPER_109,paper_index,RESEARCH_TRACE,NO,NO,NO,,,40.0,>=1%,NO
866,PAPER_1100,paper_index,RESEARCH_TRACE,NO,NO,NO,,,,UNPARSED,NO
