ID,name,label,primitives,sectors,error_pct
395,cm_wiedemann_franz,cm_wiedemann_franz,"D_phys,F_TRZ,K_Mex,Phi_res,SSq","L_EH(1),L_KK(9),L_aether(7),L_phi(4)",0.298
396,cm_von_klitzing,cm_von_klitzing,"D_phys,F_TRZ,Phi_res,SSq","L_EH(1),L_KK(9),L_aether(7),L_phi(4)",0.329
397,cm_coherence_length,cm_coherence_length,"D_phys,F_TRZ,Phi_res,SSq","L_EH(1),L_KK(9),L_aether(7),L_phi(4)",0.213
398,cm_bec_tc,cm_bec_tc,"D_phys,F_TRZ,K_Mex,Phi_res","L_EH(1),L_KK(9),L_aether(7),L_phi(4)",0.377
399,cm_zeta3,cm_zeta3,"D_phys,F_TRZ,Phi_res","L_EH(1),L_KK(9),L_aether(7)",0.171
400,cm_isotope,cm_isotope,"D_phys,F_TRZ,Phi_res","L_EH(1),L_KK(9),L_aether(7)",0.0000
401,cm_brinkman_rice,cm_brinkman_rice,"F_TRZ,Phi_res","L_KK(9),L_aether(7)",0.0000
402,cm_xy_exponent,cm_xy_exponent,"D_BSFG,D_phys","L_EH(1),L_buoy(6)",0.0000
403,bio_dna_pitch,bio_dna_pitch,"F_TRZ,Phi_res,SO5,SSq","L_KK(9),L_YM(2),L_aether(7),L_phi(4)",0.127
404,bio_atp,bio_atp,"A_5,D_phys,F_TRZ,Phi_res,SO5","L_EH(1),L_KK(9),L_YM(2),L_aether(7)",0.0000
405,bio_codon_redundancy,bio_codon_redundancy,"D_phys,F_TRZ,K_Mex,Phi_res,SSq","L_EH(1),L_KK(9),L_aether(7),L_phi(4)",0.198
406,bio_kleiber,bio_kleiber,"F_TRZ,Phi_res","L_KK(9),L_aether(7)",0.0000
407,bio_hill,bio_hill,"F_TRZ,K_Mex,Phi_res","L_KK(9),L_aether(7),L_phi(4)",0.149
408,bio_photosynthesis,bio_photosynthesis,"D_phys,F_TRZ,K_Mex","L_EH(1),L_aether(7),L_phi(4)",0.133
409,bio_chlorophyll,bio_chlorophyll,"A_5,D_BSFG,K_Mex,SO5,SSq","L_YM(2),L_buoy(6),L_phi(4)",0.039
410,bio_telomere,bio_telomere,D_BSFG,L_buoy(6),0.0000
411,bio_redfield,bio_redfield,"D_BSFG,F_TRZ,N,Phi_res","L_KK(9),L_aether(7),L_buoy(6),master(N=9)",0.211
412,bio_phyllotaxis,bio_phyllotaxis,"F_TRZ,K_Mex,Phi_res,SSq","L_KK(9),L_aether(7),L_phi(4)",0.162
553,CO2,CO2 ppm,"A,A_5,D_BSFG,D_crit,D_phys,F,K,N,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0000
559,albedo,Albedo,"F,F_TRZ",L_aether(7),0.0000
563,g,g,"F,F_TRZ,K,K_Mex,N,N_ch,Phi_res","L_KK(9),L_aether(7),L_phi(4),master(N=9)",0.0255
571,mohs,Diamond Mohs,"SO,SO5",L_YM(2),0.0000
573,moon,Moon/RE,"A,A_5,D_phys,F,F_TRZ,Phi_res","L_EH(1),L_KK(9),L_YM(2),L_aether(7)",0.0044
574,AU,AU/RE,"A,A_5,F,F_TRZ,K,K_Mex,N,N_ch,Phi_res,SO,SO5","L_KK(9),L_YM(2),L_aether(7),L_phi(4),master(N=9)",0.0000
575,pcly,pc/ly,"D_phys,F,F_TRZ,Phi_res","L_EH(1),L_KK(9),L_aether(7)",0.0225
576,hubble,H_0,"A,A_5,SO,SO5",L_YM(2),0.0000
577,sunRadius,R_sun/R_E,"N,N_ch,SO,SO5","L_YM(2),master(N=9)",0.0000
578,AUgm,AU (Gm),"D_phys,F,F_TRZ,K,K_Mex,Phi_res","L_EH(1),L_KK(9),L_aether(7),L_phi(4)",0.0000
579,sunMass,M_sun/M_E,"A,A_5,D_phys,N,N_ch,SO,SO5","L_EH(1),L_YM(2),master(N=9)",0.0000
580,jupiter,M_J/M_E,"K,K_Mex,SO,SO5,SSq","L_YM(2),L_phi(4)",0.0052
581,year,Year days,"A,A_5,D_phys,K,K_Mex,N,N_ch,Phi_res","L_EH(1),L_KK(9),L_YM(2),L_phi(4),master(N=9)",0.0000
582,lunarMonth,Lunar month,"D_phys,F,F_TRZ,K,K_Mex,Phi_res","L_EH(1),L_KK(9),L_aether(7),L_phi(4)",0.0254
583,avogadro,Avogadro lead,"A,DB,Dc,Dp,F,K,N,SO","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0133
584,R,R gas,"DB,Dp,F,K","L_EH(1),L_aether(7),L_buoy(6),L_phi(4)",0.0180
585,H,H mass,"DB,Dp,F,K,SO","L_EH(1),L_YM(2),L_aether(7),L_buoy(6),L_phi(4)",0.0083
586,C,C mass,DB,L_buoy(6),0
587,O,O mass,"DB,SO","L_YM(2),L_buoy(6)",0
588,N,N mass,"Dp,N,SO","L_EH(1),L_YM(2),master(N=9)",0
589,kB,k_B lead,"Dp,F,K","L_EH(1),L_aether(7),L_phi(4)",0.0338
590,h,h Planck lead,"DB,F","L_aether(7),L_buoy(6)",0.0151
591,eV,eV lead,"Dp,F,K","L_EH(1),L_aether(7),L_phi(4)",0.0707
592,H2O,H2O mass,"DB,Dp","L_EH(1),L_buoy(6)",0
593,bodyTemp,Body temp C,"Dc,SO","L_KK(9),L_YM(2)",0
594,bloodPH,Blood pH,"DB,Dp,SO","L_EH(1),L_YM(2),L_buoy(6)",0
595,hemoglobin,Hemoglobin g/dL,"DB,N","L_buoy(6),master(N=9)",0
596,heartRate,Heart rate bpm,"A,SO",L_YM(2),0
597,systolic,Systolic BP,A,L_YM(2),0
598,diastolic,Diastolic BP,"A,SO",L_YM(2),0
599,breathing,Breathing rate /min,"DB,SO","L_YM(2),L_buoy(6)",0
600,glucose,Glucose mg/dL,SO,L_YM(2),0
601,DNA,DNA bp/turn,"Dp,SO","L_EH(1),L_YM(2)",0
602,height,Adult height cm,"A,SO",L_YM(2),0
603,Rearth,R_earth km,"A,DB,SO","L_YM(2),L_buoy(6)",0
604,core,Core radius km,"A,DB,N,SO","L_YM(2),L_buoy(6),master(N=9)",0
605,crust,Crust km,"Dc,N","L_KK(9),master(N=9)",0
606,ocean,Ocean avg depth km,Dp,L_EH(1),0
607,moho,Oceanic Moho km,"DB,SO","L_YM(2),L_buoy(6)",0
608,mariana,Mariana km,SO,L_YM(2),0
609,everest,Everest km,"Dp,F,K","L_EH(1),L_aether(7),L_phi(4)",0.0188
610,karman,Karman line km,SO,L_YM(2),0
611,earthAge,Earth age Gyr,"Dp,F","L_EH(1),L_aether(7)",0.0073
612,orbitalV,Earth orbital v km/s,"Dp,F,N,SO","L_EH(1),L_YM(2),L_aether(7),master(N=9)",0.0256
613,Z0,Z_0 Ohm,"A,DB,F,SO","L_YM(2),L_aether(7),L_buoy(6)",0.0038
614,alpha,alpha^-1,"A,Dp,F,K,N,SO","L_EH(1),L_YM(2),L_aether(7),L_phi(4),master(N=9)",0.0029
615,eps0,epsilon_0 lead,"Dp,F,K","L_EH(1),L_aether(7),L_phi(4)",0.0264
616,mu0,mu_0 lead,"F,K","L_aether(7),L_phi(4)",0.1034
617,ke,k_e lead,"Dp,F,N","L_EH(1),L_aether(7),master(N=9)",0.0556
618,bohr,Bohr radius lead,"Dp,F","L_EH(1),L_aether(7)",0.0315
619,rydberg,Rydberg lead,"Dp,F,SO","L_EH(1),L_YM(2),L_aether(7)",0.0364
620,compton,Compton wavelength lead,"Dp,F,K","L_EH(1),L_aether(7),L_phi(4)",0.0137
621,ge,g_e factor,"Dp,F,K","L_EH(1),L_aether(7),L_phi(4)",0.0283
622,bohrMag,Bohr magneton lead,"Dp,F,K","L_EH(1),L_aether(7),L_phi(4)",0.0072
623,rydbergE,Rydberg E (eV),"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0000
624,stefan,Stefan-Boltzmann lead,"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0000
625,wien,Wien b lead,"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0575
626,faraday,Faraday F,"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0000
627,avogadro,Avogadro lead,"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0069
628,kB,Boltzmann k_B lead,"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0266
629,planck,Planck h lead,"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0257
630,c,Speed of light c lead,"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0334
631,e,Elementary charge e lead,"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0645
632,hartree,Hartree E_h lead,"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0000
633,pi,pi,"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0305
634,e,e,"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0498
635,goldenRatio,phi_g,"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.1012
636,gamma,gamma,"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.2616
637,sqrt2,sqrt2,"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.1054
638,sqrt3,sqrt3,"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0232
639,sqrt5,sqrt5,"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0454
640,ln2,ln(2),"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0697
641,ln10,ln(10),"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0193
642,zeta3,zeta(3),"A,DB,Dp,F,F_TRZ,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0325
643,omegaM,Omega_m,"A,DB,Dc,Dp,F,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.1432
644,omegaL,Omega_L,"A,DB,Dc,Dp,F,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.1823
645,TCMB,T_CMB,"A,DB,Dc,Dp,F,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0643
646,ageGyr,age_Gyr,"A,DB,Dc,Dp,F,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0450
647,omegaB,Omega_b,"A,DB,Dc,Dp,F,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.7120
648,H0,H0,"A,DB,Dc,Dp,F,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0147
649,sigma8,sigma_8,"A,DB,Dc,Dp,F,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.2529
650,nS,n_s,"A,DB,Dc,Dp,F,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0722
651,zRecomb,z_recomb,"A,DB,Dc,Dp,F,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0000
652,zReion,z_reion,"A,DB,Dc,Dp,F,K,N,Phi,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0000
653,W,W,"A,DB,Dc,Dp,F,N,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0028
654,Z,Z,"A,DB,Dc,Dp,F,N,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0178
655,top,top,"A,DB,Dc,Dp,F,N,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0053
656,Higgs,Higgs,"A,DB,Dc,Dp,F,N,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0162
657,b,b,"A,DB,Dc,Dp,F,N,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0503
658,charm,charm,"A,DB,Dc,Dp,F,N,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0631
659,tau,tau,"A,DB,Dc,Dp,F,N,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0133
660,muon,muon,"A,DB,Dc,Dp,F,N,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.0403
661,strange,strange,"A,DB,Dc,Dp,F,N,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.1062
662,electron,electron,"A,DB,Dc,Dp,F,N,SO,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.1775
663,Fe56,Fe56 BE/A,"A,F,K,beta","L_YM(2),L_aether(7),L_buoy(6),L_phi(4)",0.0246
664,Ni62,Ni62 BE/A,"A,F,K,beta","L_YM(2),L_aether(7),L_buoy(6),L_phi(4)",0.0243
665,He4,He4 BE/A,"A,F,K,beta","L_YM(2),L_aether(7),L_buoy(6),L_phi(4)",0.0472
666,U235,U235 BE/A,"A,F,K,beta","L_YM(2),L_aether(7),L_buoy(6),L_phi(4)",0.0425
667,U238,U238 BE/A,"A,F,K,beta","L_YM(2),L_aether(7),L_buoy(6),L_phi(4)",0.0329
668,C12,C12 BE/A,"A,F,K,beta","L_YM(2),L_aether(7),L_buoy(6),L_phi(4)",0.0172
669,O16,O16 BE/A,"A,F,K,beta","L_YM(2),L_aether(7),L_buoy(6),L_phi(4)",0.0083
670,Pb208,Pb208 BE/A,"A,F,K,beta","L_YM(2),L_aether(7),L_buoy(6),L_phi(4)",0.0198
671,H3,H3 BE/A,"A,F,beta","L_YM(2),L_aether(7),L_buoy(6)",0.0391
672,deuteron,deuteron BE,"F,beta","L_aether(7),L_buoy(6)",0.0237
673,Earth_mass,Earth mass (1e24 kg),"F,beta","L_aether(7),L_buoy(6)",0.0009
674,Earth_radius,Earth radius (1e3 km),"F,beta","L_aether(7),L_buoy(6)",0.0233
675,Earth_g,Earth g (m/s^2),"F,beta","L_aether(7),L_buoy(6)",0.0095
676,Earth_escape,Earth escape (km/s),"F,K,beta","L_aether(7),L_buoy(6),L_phi(4)",0.0270
677,Earth_MoI,Earth MoI factor,"F,beta","L_aether(7),L_buoy(6)",0.0067
678,Earth_orb_v,Earth orbital v (km/s),"F,K,beta","L_aether(7),L_buoy(6),L_phi(4)",0.0045
679,Earth_year,Earth year (1e2 days),"F,beta","L_aether(7),L_buoy(6)",0.1977
680,Moon_dist,Moon distance (1e8 m),"F,beta","L_aether(7),L_buoy(6)",0.0010
681,Moon_mass,Moon mass (1e22 kg),beta,L_buoy(6),0.1263
682,Earth_density,Earth density (g/cm^3),"F,beta","L_aether(7),L_buoy(6)",0.1916
684,KK_AU_per_1e10_m,AU_per_1e10_m,"F,K,Phi,SSq,beta","L_KK(9),L_aether(7),L_buoy(6),L_phi(4)",0.3741
685,KK_Sun_mass_per_1e29_kg,Sun_mass_per_1e29_kg,"F,K,Phi,SSq,beta","L_KK(9),L_aether(7),L_buoy(6),L_phi(4)",0.2614
686,KK_Earth_orbit_v_per_km_s,Earth_orbit_v_per_km_s,"F,K,Phi,SSq,beta","L_KK(9),L_aether(7),L_buoy(6),L_phi(4)",0.2069
687,KK_Sun_radius_per_1e8_m,Sun_radius_per_1e8_m,"F,K,Phi,SSq,beta","L_KK(9),L_aether(7),L_buoy(6),L_phi(4)",0.4910
688,KK_Jupiter_mass_per_1e27_kg,Jupiter_mass_per_1e27_kg,"F,K,Phi,SSq,beta","L_KK(9),L_aether(7),L_buoy(6),L_phi(4)",0.3468
689,KK_Earth_radius_per_1e6_m,Earth_radius_per_1e6_m,"F,K,Phi,SSq,beta","L_KK(9),L_aether(7),L_buoy(6),L_phi(4)",0.1179
690,KK_Moon_orbital_period_per_day,Moon_orbital_period_per_day,"F,K,Phi,SSq,beta","L_KK(9),L_aether(7),L_buoy(6),L_phi(4)",0.0047
691,KK_sidereal_year_per_100_day,sidereal_year_per_100_day,"F,K,Phi,SSq,beta","L_KK(9),L_aether(7),L_buoy(6),L_phi(4)",0.2638
692,KK_Mars_orbit_AU,Mars_orbit_AU,"F,K,Phi,SSq,beta","L_KK(9),L_aether(7),L_buoy(6),L_phi(4)",0.2293
693,KK_Mercury_year_per_10_day,Mercury_year_per_10_day,"F,K,Phi,SSq,beta","L_KK(9),L_aether(7),L_buoy(6),L_phi(4)",0.2847
262,S262-S262-Proto-H,S262-Proto-H,"D_phys,F_TRZ","L_EH(1),L_aether(7)",0.13831347368693525
262,S262-S262-H-atom,S262-H-atom,"D_phys,F_TRZ","L_EH(1),L_aether(7)",1.8225722843873045e-06
262,S262-S262-Bohr/r_p,S262-Bohr/r_p,"D_phys,F_TRZ","L_EH(1),L_aether(7)",0.019537767072479235
263,S263-S263-rho_Lambda,S263-rho_Lambda,"D_BSFG,D_phys,Phi_res","L_EH(1),L_KK(9),L_buoy(6)",0.6711409395973131
263,S263-S263-Lambda-alt,S263-Lambda-alt,"D_BSFG,D_phys,Phi_res","L_EH(1),L_KK(9),L_buoy(6)",4.8657718120805376
261,S261-closures-0,closures-0,"D_crit,D_phys,F_TRZ,SO","L_EH(1),L_KK(9),L_YM(2),L_aether(7)",0.0026
261,S261-closures-1,closures-1,"D_crit,D_phys,F_TRZ,SO","L_EH(1),L_KK(9),L_YM(2),L_aether(7)",0.1383
262,S262-closures-0,closures-0,"D_BSFG,D_crit,D_phys,F_TRZ,SO,SO5","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6)",0.1383
262,S262-closures-1,closures-1,"D_BSFG,D_crit,D_phys,F_TRZ,SO,SO5","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6)",0.0
262,S262-closures-2,closures-2,"D_BSFG,D_crit,D_phys,F_TRZ,SO,SO5","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6)",0.0195
263,S263-closures-0,closures-0,"A_5,D_BSFG,D_crit,D_phys,F_TRZ,K,Phi_res,SO,SO5,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4)",0.6711
263,S263-closures-1,closures-1,"A_5,D_BSFG,D_crit,D_phys,F_TRZ,K,Phi_res,SO,SO5,SSq","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4)",4.8658
282,S282-newton_G_closure-0,newton_G_closure-0,"F_TRZ,SSq","L_aether(7),L_phi(4)",0.16
282,S282-newton_G_closure-1,newton_G_closure-1,"F_TRZ,SSq","L_aether(7),L_phi(4)",0.16
284,S284-seesaw_MR,seesaw_MR,"D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,SO5,SSq,beta,beta_i","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",0.788
287,S287-proton_radius_higgs-0,proton_radius_higgs-0,"A,D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,Phi_res,SO5,SSq,beta","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",1.096
287,S287-proton_radius_higgs-1,proton_radius_higgs-1,"A,D_BSFG,D_crit,D_phys,F_TRZ,K_Mex,N,N_ch,Phi_res,SO5,SSq,beta","L_EH(1),L_KK(9),L_YM(2),L_aether(7),L_buoy(6),L_phi(4),master(N=9)",2.181
