SourceFile,ClassName,LineNumber,BaseClass,PhysicsType,MethodSignature
source104.cpp,MagneticMomentModule,120,standalone,magnetic,"double computeMu_j(int j, double t)"
source105.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source105.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source105.cpp,GalacticBlackHoleModule,120,standalone,gravity,double computeM_bhInMsun()
source106.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source106.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source106.cpp,NegativeTimeModule,120,standalone,vacuum,double computeCosPiTn(double t_n)
source107.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source107.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source107.cpp,PiConstantModule,120,standalone,vacuum,double computeCosPiTn(double t_n)
source108.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source108.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source108.cpp,CorePenetrationModule,120,standalone,magnetic,double computeU_g3(double t)
source109.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source109.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source109.cpp,QuasiLongitudinalModule,120,standalone,magnetic,double computeQuasiFactor()
source110.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source110.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source110.cpp,OuterFieldBubbleModule,120,standalone,magnetic,double computeS_r_Rb(double r)
source111.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source111.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source111.cpp,ReciprocationDecayModule,120,standalone,magnetic,double computeGamma_s()
source112.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source112.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source112.cpp,ScmPenetrationModule,120,standalone,magnetic,double computeUmBase(double t)
source113.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source113.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source113.cpp,ScmReactivityDecayModule,120,standalone,vacuum,double computeKappa_s()
source114.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source114.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source114.cpp,SolarCycleFrequencyModule,120,standalone,resonance,double computeOmega_c()
source115.cpp,DynamicVacuumTerm,57,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source115.cpp,QuantumCouplingTerm,86,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source115.cpp,SolarWindModulationModule,119,standalone,vacuum,double computeModulationFactor()
source116.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source116.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source116.cpp,SolarWindVelocityModule,120,standalone,vacuum,double computeModulationFactor()
source117.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source117.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source117.cpp,StellarMassModule,120,standalone,gravity,double computeM_sOverR2(double r)
source118.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source118.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source118.cpp,StellarRotationModule,124,standalone,stellar,double computeOmega_s_t(double t)
source119.cpp,DynamicVacuumTerm,57,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source119.cpp,QuantumCouplingTerm,86,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source119.cpp,StepFunctionModule,119,standalone,vacuum,double computeS_r_Rb(double r)
source120.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source120.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source120.cpp,StressEnergyTensorModule,121,standalone,vacuum,double computeT_s()
source121.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source121.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source121.cpp,SurfaceMagneticFieldModule,120,standalone,magnetic,"double computeB_j(double t, double B_s)"
source122.cpp,DynamicVacuumTerm,57,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source122.cpp,QuantumCouplingTerm,86,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source122.cpp,SurfaceTemperatureModule,119,standalone,magnetic,"double computeB_j_hypothetical(double t, double T_s)"
source123.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source123.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source123.cpp,TimeReversalZoneModule,120,standalone,vacuum,double computeTRZFactor()
source124.cpp,DynamicVacuumTerm,62,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source124.cpp,QuantumCouplingTerm,91,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source124.cpp,Ug1DefectModule,124,standalone,magnetic,double computeDelta_def(double t_day)
source125.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source125.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source125.cpp,Ug3DiskVectorModule,121,standalone,magnetic,double computeUmBase(double t)
source126.cpp,DynamicVacuumTerm,59,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source126.cpp,QuantumCouplingTerm,88,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source126.cpp,AetherVacuumDensityModule,121,standalone,vacuum,double computeT_s()
source127.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source127.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source127.cpp,UniversalInertiaVacuumModule,120,standalone,vacuum,"double computeU_i_base(double t, double t_n)"
source128.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source128.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source128.cpp,ScmVacuumDensityModule,120,standalone,vacuum,double computeU_g2_base(double r)
source129.cpp,DynamicVacuumTerm,58,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
source129.cpp,QuantumCouplingTerm,87,PhysicsTerm,vacuum,"double compute(double t, const std::map<std::string, double> &params)"
