SourceFile,ClassName,LineNumber,BaseClass,PhysicsType,MethodSignature
source44_wolfram.cpp,LorentzIonizedGasTerm,462,PhysicsTerm,electromagnetic,double compute(double t)
source44_wolfram.cpp,QuantumIntegralNebulaTerm,463,PhysicsTerm,quantum,double compute(double t)
source44_wolfram.cpp,DynamicVacuumTerm,464,PhysicsTerm,vacuum,double compute(double t)
source45_wolfram.cpp,DynamicVacuumTerm,465,PhysicsTerm,vacuum,double compute(double t)
source45_wolfram.cpp,QuantumCouplingTerm,466,PhysicsTerm,quantum,double compute(double t)
source45_wolfram.cpp,SpiralDensityWaveTerm,467,PhysicsTerm,spiral,double compute(double t)
source45_wolfram.cpp,RotationCurveFlatTerm,468,PhysicsTerm,rotation,double compute(double t)
source45_wolfram.cpp,SupernovaLuminosityTerm,469,PhysicsTerm,supernova,double compute(double t)
source45_wolfram.cpp,SupernovaShockwaveTerm,470,PhysicsTerm,supernova,double compute(double t)
source45_wolfram.cpp,DarkMatterHaloGalacticTerm,471,PhysicsTerm,dark_matter,double compute(double t)
source45_wolfram.cpp,CosmologicalLambdaRedshiftTerm,472,PhysicsTerm,cosmology,double compute(double t)
source45_wolfram.cpp,ISMFluidDynamicsTerm,473,PhysicsTerm,fluid,double compute(double t)
source45_wolfram.cpp,SpiralResonanceTerm,474,PhysicsTerm,resonance,double compute(double t)
source46_wolfram.cpp,DynamicVacuumTerm,475,PhysicsTerm,vacuum,double compute(double t)
source46_wolfram.cpp,QuantumCouplingTerm,476,PhysicsTerm,quantum,double compute(double t)
source46_wolfram.cpp,StellarWindShockTerm,477,PhysicsTerm,stellar_wind,double compute(double t)
source46_wolfram.cpp,BipolarOutflowTerm,478,PhysicsTerm,stellar_wind,double compute(double t)
source46_wolfram.cpp,IonizedEjectaFluidTerm,479,PhysicsTerm,fluid,double compute(double t)
source46_wolfram.cpp,CentralStarRadiationTerm,480,PhysicsTerm,radiation,double compute(double t)
source46_wolfram.cpp,DarkMatterPlanetaryNebulaTerm,481,PhysicsTerm,dark_matter,double compute(double t)
source46_wolfram.cpp,PlanetaryNebulaResonanceTerm,482,PhysicsTerm,resonance,double compute(double t)
source46_wolfram.cpp,LorentzEjectaTerm,483,PhysicsTerm,electromagnetic,double compute(double t)
source46_wolfram.cpp,QuantumIntegralPNTerm,484,PhysicsTerm,quantum,double compute(double t)
source47_wolfram.cpp,NGC6302DPMResonanceTerm,485,PhysicsTerm,resonance,double compute(double t)
source47_wolfram.cpp,NGC6302THzResonanceTerm,486,PhysicsTerm,resonance,double compute(double t)
source47_wolfram.cpp,NGC6302VacuumDifferentialTerm,487,PhysicsTerm,vacuum,double compute(double t)
source47_wolfram.cpp,NGC6302SuperconductorFrequencyTerm,488,PhysicsTerm,superconductivity,double compute(double t)
source47_wolfram.cpp,NGC6302AetherResonanceTerm,489,PhysicsTerm,resonance,double compute(double t)
source47_wolfram.cpp,NGC6302ReactiveResonanceTerm,490,PhysicsTerm,resonance,double compute(double t)
source47_wolfram.cpp,NGC6302QuantumWaveResonanceTerm,491,PhysicsTerm,quantum,double compute(double t)
source47_wolfram.cpp,NGC6302FluidResonanceTerm,492,PhysicsTerm,fluid,double compute(double t)
source47_wolfram.cpp,NGC6302OscillatoryResonanceTerm,493,PhysicsTerm,resonance,double compute(double t)
source47_wolfram.cpp,NGC6302CosmicExpansionResonanceTerm,494,PhysicsTerm,cosmology,double compute(double t)
source48_wolfram.cpp,OrionStarFormationMassTerm,495,PhysicsTerm,star_formation,double compute(double t)
source48_wolfram.cpp,OrionTrapeziaumRadiationPressureTerm,496,PhysicsTerm,radiation,double compute(double t)
source48_wolfram.cpp,OrionLorentzForceTerm,497,PhysicsTerm,electromagnetic,double compute(double t)
source48_wolfram.cpp,OrionFluidDynamicsTerm,498,PhysicsTerm,fluid,double compute(double t)
source48_wolfram.cpp,OrionStellarWindTerm,499,PhysicsTerm,stellar_wind,double compute(double t)
source48_wolfram.cpp,OrionDarkMatterPerturbationTerm,500,PhysicsTerm,dark_matter,double compute(double t)
source48_wolfram.cpp,OrionQuantumIntegralTerm,501,PhysicsTerm,quantum,double compute(double t)
source48_wolfram.cpp,OrionCosmologicalLambdaTerm,502,PhysicsTerm,cosmology,double compute(double t)
source48_wolfram.cpp,OrionResonantOscillatoryTerm,503,PhysicsTerm,resonance,double compute(double t)
source48_wolfram.cpp,OrionUgSumTerm,504,PhysicsTerm,compressed,double compute(double t)
source49_wolfram.cpp,UniversalCompressedDPMTerm,505,PhysicsTerm,compressed,double compute(double t)
source49_wolfram.cpp,UniversalCompressedTHzTerm,506,PhysicsTerm,compressed,double compute(double t)
source49_wolfram.cpp,UniversalVacuumDifferentialTerm,507,PhysicsTerm,vacuum,double compute(double t)
source49_wolfram.cpp,UniversalSuperconductorFrequencyTerm,508,PhysicsTerm,superconductivity,double compute(double t)
source49_wolfram.cpp,UniversalAetherResonanceTerm,509,PhysicsTerm,resonance,double compute(double t)
source49_wolfram.cpp,UniversalReactiveResonanceTerm,510,PhysicsTerm,resonance,double compute(double t)
source49_wolfram.cpp,UniversalQuantumWaveResonanceTerm,511,PhysicsTerm,quantum,double compute(double t)
source49_wolfram.cpp,UniversalFluidResonanceTerm,512,PhysicsTerm,fluid,double compute(double t)
source49_wolfram.cpp,UniversalOscillatoryResonanceTerm,513,PhysicsTerm,resonance,double compute(double t)
source49_wolfram.cpp,UniversalExpFrequencyTerm,514,PhysicsTerm,resonance,double compute(double t)
source50_wolfram.cpp,MultiSystemBaseGravityTerm,515,PhysicsTerm,gravity,double compute(double t)
source50_wolfram.cpp,MultiSystemHubbleExpansionTerm,516,PhysicsTerm,cosmology,double compute(double t)
source50_wolfram.cpp,MultiSystemCosmologicalLambdaTerm,517,PhysicsTerm,cosmology,double compute(double t)
source50_wolfram.cpp,MultiSystemQuantumIntegralTerm,518,PhysicsTerm,quantum,double compute(double t)
source50_wolfram.cpp,MultiSystemFluidDynamicsTerm,519,PhysicsTerm,fluid,double compute(double t)
source50_wolfram.cpp,MultiSystemDarkMatterPerturbationTerm,520,PhysicsTerm,dark_matter,double compute(double t)
source50_wolfram.cpp,MultiSystemDPMResonanceTerm,521,PhysicsTerm,resonance,double compute(double t)
source50_wolfram.cpp,MultiSystemAetherFrequencyTerm,522,PhysicsTerm,resonance,double compute(double t)
source50_wolfram.cpp,MultiSystemQuantumFrequencyTerm,523,PhysicsTerm,quantum,double compute(double t)
source50_wolfram.cpp,MultiSystemFluidResonanceFrequencyTerm,524,PhysicsTerm,fluid,double compute(double t)
source52_wolfram.cpp,CompressedModeBaseGravityTerm,525,PhysicsTerm,compressed,double compute(double t)
source52_wolfram.cpp,CompressedModeUgSumTerm,526,PhysicsTerm,compressed,double compute(double t)
source52_wolfram.cpp,CompressedModeBFieldCorrectionTerm,527,PhysicsTerm,superconductivity,double compute(double t)
source52_wolfram.cpp,CompressedModeEnvironmentalFactorTerm,528,PhysicsTerm,compressed,double compute(double t)
source52_wolfram.cpp,ResonanceModeDPMFoundationTerm,529,PhysicsTerm,resonance,double compute(double t)
source52_wolfram.cpp,ResonanceModeHardcodedSolutionTerm,530,PhysicsTerm,resonance,double compute(double t)
source52_wolfram.cpp,DualModeQuantumIntegralTerm,531,PhysicsTerm,quantum,double compute(double t)
source52_wolfram.cpp,DualModeFluidDynamicsPlaceholderTerm,532,PhysicsTerm,fluid,double compute(double t)
source52_wolfram.cpp,DualModeDMPerturbationUnitFixedTerm,533,PhysicsTerm,dark_matter,double compute(double t)
source52_wolfram.cpp,ModeSelectorSwitchTerm,534,PhysicsTerm,compressed,double compute(double t)
source54_wolfram.cpp,YoungStarsStarFormationMassTerm,535,PhysicsTerm,star_formation,double compute(double t)
source54_wolfram.cpp,YoungStarsOutflowPressureTerm,536,PhysicsTerm,stellar_wind,double compute(double t)
source54_wolfram.cpp,YoungStarsOutflowLorentzForceTerm,537,PhysicsTerm,electromagnetic,double compute(double t)
source54_wolfram.cpp,YoungStarsTurbulentFluidDynamicsTerm,538,PhysicsTerm,fluid,double compute(double t)
source54_wolfram.cpp,YoungStarsOutflowUg2KineticTerm,539,PhysicsTerm,compressed,double compute(double t)
source54_wolfram.cpp,YoungStarsDarkMatterPerturbationTerm,540,PhysicsTerm,dark_matter,double compute(double t)
source54_wolfram.cpp,YoungStarsQuantumIntegralTerm,541,PhysicsTerm,quantum,double compute(double t)
source54_wolfram.cpp,YoungStarsCosmologicalLambdaTerm,542,PhysicsTerm,cosmology,double compute(double t)
source54_wolfram.cpp,YoungStarsResonantOscillatoryTerm,543,PhysicsTerm,resonance,double compute(double t)
source54_wolfram.cpp,YoungStarsUgSumTerm,544,PhysicsTerm,compressed,double compute(double t)
source56_wolfram.cpp,BigBangMassEvolutionTerm,545,PhysicsTerm,cosmology,double compute(double t)
source56_wolfram.cpp,BigBangRedshiftEvolutionTerm,546,PhysicsTerm,cosmology,double compute(double t)
source56_wolfram.cpp,BigBangQuantumGravityTerm,547,PhysicsTerm,quantum,double compute(double t)
source56_wolfram.cpp,BigBangDarkMatterFractionalTerm,548,PhysicsTerm,dark_matter,double compute(double t)
source56_wolfram.cpp,BigBangGravitationalWaveTerm,549,PhysicsTerm,gravity,double compute(double t)
source56_wolfram.cpp,BigBangCosmologicalLambdaEvolutionTerm,550,PhysicsTerm,cosmology,double compute(double t)
source56_wolfram.cpp,BigBangQuantumIntegralCosmologicalTerm,551,PhysicsTerm,quantum,double compute(double t)
source56_wolfram.cpp,BigBangFluidDynamicsCosmologicalTerm,552,PhysicsTerm,fluid,double compute(double t)
source56_wolfram.cpp,BigBangUgSumCosmologicalTerm,553,PhysicsTerm,compressed,double compute(double t)
source56_wolfram.cpp,BigBangResonantOscillatoryCosmologicalTerm,554,PhysicsTerm,resonance,double compute(double t)
source57_wolfram.cpp,MultiCompressedBaseGravityTerm,555,PhysicsTerm,gravity,double compute(double t)
source57_wolfram.cpp,MultiCompressedHubbleUnifiedTerm,556,PhysicsTerm,cosmology,double compute(double t)
source57_wolfram.cpp,MultiCompressedEnvironmentalTerm,557,PhysicsTerm,stellar_wind,double compute(double t)
source57_wolfram.cpp,MultiCompressedGeneralizedUg3Term,558,PhysicsTerm,gravity,double compute(double t)
source57_wolfram.cpp,MultiCompressedQuantumIntegralTerm,559,PhysicsTerm,quantum,double compute(double t)
source57_wolfram.cpp,MultiCompressedFluidDynamicsTerm,560,PhysicsTerm,fluid,double compute(double t)
source57_wolfram.cpp,MultiCompressedDarkMatterPerturbationTerm,561,PhysicsTerm,dark_matter,double compute(double t)
source57_wolfram.cpp,MultiCompressedCosmologicalLambdaTerm,562,PhysicsTerm,cosmology,double compute(double t)
source57_wolfram.cpp,MultiCompressedUgSumTerm,563,PhysicsTerm,compressed,double compute(double t)
source57_wolfram.cpp,MultiCompressedMagneticFieldCorrectionTerm,564,PhysicsTerm,electromagnetic,double compute(double t)
source60_wolfram.cpp,MultiSystem19EnvironmentalSumTerm,565,PhysicsTerm,stellar_wind,double compute(double t)
source60_wolfram.cpp,MultiSystem19SupernovaMassLossTerm,566,PhysicsTerm,supernova,double compute(double t)
source60_wolfram.cpp,MultiSystem19GalaxyMergerTidalTerm,567,PhysicsTerm,gravity,double compute(double t)
source60_wolfram.cpp,MultiSystem19PhotoevaporationTerm,568,PhysicsTerm,radiation,double compute(double t)
source60_wolfram.cpp,MultiSystem19GravitationalLensingTerm,569,PhysicsTerm,gravity,double compute(double t)
source60_wolfram.cpp,MultiSystem19AGNFeedbackTerm,570,PhysicsTerm,radiation,double compute(double t)
source60_wolfram.cpp,MultiSystem19DustAbsorptionTerm,571,PhysicsTerm,radiation,double compute(double t)
source60_wolfram.cpp,MultiSystem19DeepFieldCosmologicalTerm,572,PhysicsTerm,cosmology,double compute(double t)
source60_wolfram.cpp,MultiSystem19StarFormationRateDensityTerm,573,PhysicsTerm,star_formation,double compute(double t)
source60_wolfram.cpp,MultiSystem19ComprehensiveUgSumTerm,574,PhysicsTerm,compressed,double compute(double t)
source48-5_wolfram.cpp,StarMagicUg1DipoleTerm,575,PhysicsTerm,gravity,double compute(double t)
source48-5_wolfram.cpp,StarMagicUg2BubbleTerm,576,PhysicsTerm,gravity,double compute(double t)
source48-5_wolfram.cpp,StarMagicUg3MagneticStringsTerm,577,PhysicsTerm,electromagnetic,double compute(double t)
source48-5_wolfram.cpp,StarMagicUg4StarBHTerm,578,PhysicsTerm,gravity,double compute(double t)
source48-5_wolfram.cpp,StarMagicSCmCoherenceTerm,579,PhysicsTerm,superconductivity,double compute(double t)
source64_wolfram.cpp,UFENegativeTimeTerm,580,PhysicsTerm,temporal,double compute(double t)
source64_wolfram.cpp,UFEUgGravityModeTerm,581,PhysicsTerm,gravity,double compute(double t)
source64_wolfram.cpp,UFEUmMagneticStringTerm,582,PhysicsTerm,electromagnetic,double compute(double t)
source64_wolfram.cpp,UFESCmUAVacuumTerm,583,PhysicsTerm,vacuum_energy,double compute(double t)
source64_wolfram.cpp,UFEMetricStressTerm,584,PhysicsTerm,spacetime,double compute(double t)
source64_wolfram.cpp,UFEUbBuoyancyTerm,585,PhysicsTerm,buoyancy,double compute(double t)
source64_wolfram.cpp,UFEFUExtensionTerm,586,PhysicsTerm,unified_field,double compute(double t)
source64_wolfram.cpp,UFEPlasmoidSpinTempFieldTerm,587,PhysicsTerm,oscillation,double compute(double t)
source64_wolfram.cpp,UFEPlasmoidCountTerm,588,PhysicsTerm,experiment,double compute(double t)
source64_wolfram.cpp,UFEReactorGeometryTerm,589,PhysicsTerm,geometry,double compute(double t)
source65_wolfram.cpp,NebularNonLocalQuantumTerm,590,PhysicsTerm,quantum,double compute(double t)
source65_wolfram.cpp,NebularUg3StarFormationTerm,591,PhysicsTerm,thermal,double compute(double t)
source65_wolfram.cpp,NebularBlueshiftVelocityTerm,592,PhysicsTerm,kinematics,double compute(double t)
source65_wolfram.cpp,NebularNeutrinoProtoTerm,593,PhysicsTerm,particle,double compute(double t)
source65_wolfram.cpp,NebularUniversalDecayTerm,594,PhysicsTerm,decay,double compute(double t)
source65_wolfram.cpp,NebularDNAEnergyTerm,595,PhysicsTerm,biological,double compute(double t)
source65_wolfram.cpp,NebularBuoyancyRatioTerm,596,PhysicsTerm,buoyancy,double compute(double t)
source65_wolfram.cpp,NebularLENREFieldTerm,597,PhysicsTerm,electromagnetic,double compute(double t)
source65_wolfram.cpp,NebularHiggsMassTerm,598,PhysicsTerm,particle,double compute(double t)
source65_wolfram.cpp,NebularGeometricStarAngleTerm,599,PhysicsTerm,geometry,double compute(double t)
source66_wolfram.cpp,RedDwarfWmagTerm,600,PhysicsTerm,magnetic,double compute(double t)
source66_wolfram.cpp,RedDwarfUmTerm,601,PhysicsTerm,electromagnetic,double compute(double t)
source66_wolfram.cpp,RedDwarfUHTerm,602,PhysicsTerm,particle,double compute(double t)
source66_wolfram.cpp,RedDwarfUg3Term,603,PhysicsTerm,gravity,double compute(double t)
source66_wolfram.cpp,RedDwarfLENREFieldTerm,604,PhysicsTerm,electromagnetic,double compute(double t)
source66_wolfram.cpp,RedDwarfNeutronRateTerm,605,PhysicsTerm,nuclear,double compute(double t)
source66_wolfram.cpp,RedDwarfPseudoMonopoleDeltaNTerm,606,PhysicsTerm,topology,double compute(double t)
source66_wolfram.cpp,RedDwarfBaselSeriesTerm,607,PhysicsTerm,mathematical,double compute(double t)
source66_wolfram.cpp,RedDwarfBuoyancySeriesTerm,608,PhysicsTerm,buoyancy,double compute(double t)
source66_wolfram.cpp,RedDwarfTransmutationQTerm,609,PhysicsTerm,nuclear,double compute(double t)
source67_wolfram.cpp,InertiaQuantumWaveFunctionTerm,610,PhysicsTerm,quantum,double compute(double t)
source67_wolfram.cpp,InertiaTwistPhaseTerm,611,PhysicsTerm,phase,double compute(double t)
source67_wolfram.cpp,InertiaInertialOperatorTerm,612,PhysicsTerm,operator,double compute(double t)
source67_wolfram.cpp,InertiaPseudoMonopoleBTerm,613,PhysicsTerm,magnetic,double compute(double t)
source67_wolfram.cpp,InertiaUniversalInertiaTerm,614,PhysicsTerm,inertia,double compute(double t)
source67_wolfram.cpp,InertiaBosonicEnergyTerm,615,PhysicsTerm,quantum,double compute(double t)
source67_wolfram.cpp,InertiaMagneticHamiltonianTerm,616,PhysicsTerm,magnetic,double compute(double t)
source67_wolfram.cpp,InertiaScaledWaveEnergyTerm,617,PhysicsTerm,wave,double compute(double t)
source67_wolfram.cpp,InertiaThreeLegProofsetTerm,618,PhysicsTerm,conservation,double compute(double t)
source67_wolfram.cpp,InertiaNonLocalExponentialTerm,619,PhysicsTerm,spatial,double compute(double t)
source68_wolfram.cpp,HydrogenBaseEnergyE0Term,620,PhysicsTerm,energy,double compute(double t)
source68_wolfram.cpp,HydrogenSpatialConfigTerm,621,PhysicsTerm,geometry,double compute(double t)
source68_wolfram.cpp,HydrogenCompressionFactorTerm,622,PhysicsTerm,compression,double compute(double t)
source68_wolfram.cpp,HydrogenLayerFactorTerm,623,PhysicsTerm,structure,double compute(double t)
source68_wolfram.cpp,HydrogenHiggsFreqFactorTerm,624,PhysicsTerm,particle,double compute(double t)
source68_wolfram.cpp,HydrogenPrecessionFactorTerm,625,PhysicsTerm,temporal,double compute(double t)
source68_wolfram.cpp,HydrogenQuantumScalingTerm,626,PhysicsTerm,quantum,double compute(double t)
source68_wolfram.cpp,HydrogenCompressedSpaceEnergyTerm,627,PhysicsTerm,energy,double compute(double t)
source68_wolfram.cpp,HydrogenVacuumDensityRatioTerm,628,PhysicsTerm,vacuum_energy,double compute(double t)
source68_wolfram.cpp,HydrogenQuantumEnergyTerm,629,PhysicsTerm,quantum,double compute(double t)
source200_wolfram.cpp,CosmicEgg26DimensionCountTerm,630,PhysicsTerm,topology,double compute(double t)
source200_wolfram.cpp,CosmicEggUniformAetherTerm,631,PhysicsTerm,vacuum_energy,double compute(double t)
source200_wolfram.cpp,CosmicEggPiMeanChaosTerm,632,PhysicsTerm,chaos,double compute(double t)
source200_wolfram.cpp,CosmicEggDistortionFactorTerm,633,PhysicsTerm,geometry,double compute(double t)
source200_wolfram.cpp,CosmicEggToroidPillarTerm,634,PhysicsTerm,oscillation,double compute(double t)
source200_wolfram.cpp,CosmicEggRadiusInversionTerm,635,PhysicsTerm,geometry,double compute(double t)
source200_wolfram.cpp,CosmicEggOmnidirectionalRotationTerm,636,PhysicsTerm,rotation,double compute(double t)
source200_wolfram.cpp,CosmicEggVoidVolumeTerm,637,PhysicsTerm,volume,double compute(double t)
source200_wolfram.cpp,CosmicEggQuantumFrequencyTerm,638,PhysicsTerm,quantum,double compute(double t)
source200_wolfram.cpp,CosmicEggSphericalOutlineTerm,639,PhysicsTerm,geometry,double compute(double t)
source69_wolfram.cpp,CompressionExpansionFactorTerm,640,PhysicsTerm,cosmology,double compute(double t)
source69_wolfram.cpp,CompressionSuperconductiveCorrectionTerm,641,PhysicsTerm,magnetic,double compute(double B)
source69_wolfram.cpp,CompressionEnvironmentalForceTerm,642,PhysicsTerm,environment,double compute(double t)
source69_wolfram.cpp,CompressionMassEvolutionTerm,643,PhysicsTerm,dynamics,double compute(double t)
source69_wolfram.cpp,CompressionUg1GravityTerm,644,PhysicsTerm,gravity,double compute(double M, double r)
source69_wolfram.cpp,CompressionUg3ExternalGravityTerm,645,PhysicsTerm,gravity,double compute()
source69_wolfram.cpp,CompressionUg4SuperconductiveTerm,646,PhysicsTerm,gravity,double compute(double Ug1)
source69_wolfram.cpp,CompressionQuantumWaveTerm,647,PhysicsTerm,quantum,double compute(double t, double x)
source69_wolfram.cpp,CompressionDarkMatterPerturbationTerm,648,PhysicsTerm,dark_matter,double compute(double delta_rho, double rho, double M, double r)
source69_wolfram.cpp,CompressionFluidDynamicsTerm,649,PhysicsTerm,fluid,double compute(double g_base)
source70_wolfram.cpp,M51DipoleMagneticTerm,650,PhysicsTerm,magnetic,double compute(double B)
source70_wolfram.cpp,M51SuperconductorEnergyTerm,651,PhysicsTerm,magnetic,double compute()
source70_wolfram.cpp,M51ExternalTidalTerm,652,PhysicsTerm,gravity,double compute()
source70_wolfram.cpp,M51ReactionEnergyTerm,653,PhysicsTerm,nuclear,double compute(double t)
source70_wolfram.cpp,M51InertialVacuumTerm,654,PhysicsTerm,vacuum_energy,double compute(double t_n)
source70_wolfram.cpp,M51SpiralArmWaveTerm,655,PhysicsTerm,wave,double compute(double r, double phi, double t)
source70_wolfram.cpp,M51StarFormationForceTerm,656,PhysicsTerm,stellar,double compute(double SFR)
source70_wolfram.cpp,M51TidalForceTerm,657,PhysicsTerm,gravity,double compute(double M_companion, double d)
source70_wolfram.cpp,M51DarkMatterCurvatureTerm,658,PhysicsTerm,dark_matter,double compute(double delta_rho_over_rho, double M, double r)
source70_wolfram.cpp,M51QuantumSpiralIntegralTerm,659,PhysicsTerm,quantum,double compute(double psi_squared_integral)






